_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3217496,325127507,23178411,5,2023-11-09T23:00:00,"700 Block Summerlea St Pittsburgh, PA 15232",N,Shadyside,4,BURGLARY,3502 Burglary.,705,8,2,-79.93087496362169,40.45367702203603
3217497,325186286,23178703,0,2023-11-10T15:01:00,"4100 Block Winterburn Ave Pittsburgh, PA 15207",N,Greenfield,4,99,9999 9999 - (Misc. Incident): Found Juvenile parents located.,1517,5,3,-79.93978565734132,40.42530954395207
3217498,324702560,23172193,18,2023-10-29T16:05:00,"5500 Block Hampton St Pittsburgh, PA 15206",N,Highland Park,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance,1102,7,2,-79.92710131720044,40.476271493590204
3217499,324705332,23175354,0,2023-11-04T09:15:00,"2300 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,99,9093 Indirect Criminal Contempt,1609,3,3,-79.97290517173987,40.42815353955902
3217500,324714018,23175453,99,2023-11-04T13:33:00,"600 Block Mayville Ave Pittsburgh, PA 15226",N,Brookline,6,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1917,4,5,-80.01446202762754,40.40151507912581
3217501,324714067,23175512,10,2023-11-04T16:00:00,"200 Block 9th St Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT,2709 Harassment (Non-Specific),201,,,,
3217502,324715511,23175531,99,2023-11-04T17:05:00,"1500 Block Hatteras St Pittsburgh, PA 15212",N,Troy Hill,1,MENTAL 201/302,9498 302 (Mental),2406,1,1,-79.98564876213783,40.46213958869441
3217503,324722252,23175664,10,2023-11-04T21:49:00,"2600 Block Perrysville Ave Pittsburgh, PA 15214",Y,Perry South,1,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats. / 5505 Public Drunkenness / 5503 Disorderly Conduct.,2615,6,1,-80.00847539788961,40.47114638432227
3217504,324723331,23175524,13,2023-11-04T16:53:00,"20 Block Maytide St Pittsburgh, PA 15227",N,Carrick,3,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance,2904,4,3,-79.98407819344023,40.384675596751926
3217505,324725080,23175803,14,2023-11-05T03:15:00,"900 Block S Millvale Ave Pittsburgh, PA 15213",N,Bloomfield,5,CRIM MISCHIEF,3304 Criminal Mischief.,804,,,-79.88159772388455,40.44056372302062
3217506,324737233,23175934,14,2023-11-05T11:00:00,"600 Block Brushton Ave Pittsburgh, PA 15221",N,Homewood South,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1304,9,2,-79.8891729739823,40.452757197223136
3217507,324738104,23175951,0,2023-11-05T13:00:00,"200 Block Dengler St Pittsburgh, PA 15210",N,Arlington,3,99,9994 PFA Service,1603,3,3,-79.96766444316566,40.41553944521761
3217508,324740161,23175875,27,2023-11-05T09:30:00,"1500 Block Hatteras St Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2406,1,1,-79.98564876213783,40.46213958869441
3217509,-3579053911,23173715,99,2023-11-01T13:27:00,"900 Block Uvilla St Pittsburgh, PA 15220",N,Elliott,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2020,2,5,-80.03731898985718,40.44487095115954
3217510,324520723,23173696,0,2023-11-01T12:50:00,"800 Block Memory Ln Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): Welfare Check Assist to Medic 14,509,,,,
3217511,324530039,23173625,0,2023-11-01T10:19:00,"800 Block Chartiers Ave Pittsburgh, PA 15220",N,Elliott,6,99,9999 9999 - (Misc. Incident): ,2020,2,5,-80.0390413458052,40.44259535577465
3217512,324537471,23173819,0,2023-11-01T14:40:00,"Liberty Ave & Pearl St Pittsburgh, PA 15224",N,Bloomfield,5,99,9093 Indirect Criminal Contempt,802,7,2,-79.94988109365268,40.46210044459096
3217513,324540627,23173898,0,2023-11-01T18:36:00,"3600 Block Baytree St Pittsburgh, PA 15214",N,Perry North,1,99,9999 9999 - (Misc. Incident): ,2602,1,1,-80.01018999671898,40.488467896136825
3217514,324552768,23173937,10,2023-11-01T20:10:00,"100 Block Station Square Dr E Pittsburgh, PA 15210",N,South Shore,3,HARRASSMENT,2709(a) Harassment. / 2709(b) Stalking,1921,2,5,-80.00364780244968,40.43339608462265
3217515,324556812,23174043,10,2023-11-01T17:00:00,"100 Block W Elizabeth St Pittsburgh, PA 15207",Y,Hazelwood,4,SIMPLE ASSAULT,2701 Simple Assault. / 9994 PFA Service / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1515,,,-80.03792155896883,40.427266815255905
3217516,324558453,23174085,14,2023-11-02T02:30:00,"100 Block Station Square Dr E Pittsburgh, PA 15219",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1702,2,5,-80.00364780244968,40.43339608462265
3217517,324567803,23174111,18,2023-11-02T06:02:00,"400 Block Avery St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY,"13(a)(32) Paraphernalia - Use or Possession / 6110.2 Possesion of Firearm with Altered Mfg. Number / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",2304,1,1,-80.0013156302337,40.45281498398088
3217518,324577656,23174184,6,2023-11-02T03:00:00,"2600 Block Railroad St Pittsburgh, PA 15222",N,Strip District,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3503(b)(1)(iii) Defiant Trespass - Fencing or Other Enclosure,203,,,,
3217519,325025151,23177707,10,2023-11-08T17:30:00,"Penn Ave & Cecil Way Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",201,6,6,-80.0030996398739,40.44249742299384
3217520,325339452,23180386,18,2023-11-13T18:20:00,"E Watson St & Van Braam St Pittsburgh, PA 15219",Y,Bluff,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 627.02(b)(i) Possessing a small amount of marijuana,103,6,3,-79.98263902821063,40.43801099089991
3217521,325343789,23176535,6,2023-11-06T16:26:00,"1200 Block Welser Way Pittsburgh, PA 15212",Y,Spring Garden,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2701 Simple Assault. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3304 Criminal Mischief.,2412,,,,
3217522,325341384,23180352,10,2023-11-13T17:00:00,"1600 Block Hybla St Pittsburgh, PA 15212",Y,Brighton Heights,1,RECKLESSLY ENDANGER ANOTH PER,"2705 Recklessly Endangering Another Person. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2703,,,,
3217523,325347833,23180130,14,2023-11-13T09:20:00,"100 Block N Craig St Pittsburgh, PA 15213",Y,North Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,404,,,-79.87838242783407,40.44332100326034
3217524,325351224,23180467,0,2023-11-13T21:38:00,"300 Block Bigelow St Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): ,1501,7,3,-79.96670579619737,40.45530088271588
3217525,325354917,23180352,10,2023-11-13T17:00:00,"1600 Block Hybla St Pittsburgh, PA 15212",Y,Brighton Heights,1,RECKLESSLY ENDANGER ANOTH PER,"2705 Recklessly Endangering Another Person. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2703,,,,
3217526,325355488,23175007,13,2023-11-03T17:11:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",Y,Troy Hill,1,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 3334 Turning Movements and Required Signals. / 4524 Windshield Obstructions and Wipers.,2406,6,1,-80.01656850562077,40.45687440924445
3217527,325362298,23180542,27,2023-11-14T01:30:00,"Lincoln Ave & Apple Ave Pittsburgh, PA 15208",Y,Lincoln-Lemington-Belmar,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3712 Abandonment and Stripping of Vehicles / 3746 Immediate Notice of Accident to Police Department,1203,9,2,-79.89960278896018,40.464508475389025
3217528,325364534,23180551,99,2023-11-14T02:30:00,"20 Block Almeda St Pittsburgh, PA 15207",N,Hazelwood,4,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic / 9994 PFA Service,1515,5,3,-79.94103591731806,40.4029692971748
3217529,325365875,23180589,99,2023-11-14T06:00:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,MENTAL 201/302,9498 302 (Mental) / 94951 Attempted Suicide,103,6,6,-79.99459104985328,40.435334670473395
3217530,325366846,23180267,27,2023-11-13T14:05:00,"Bausman St & Brownsville Rd Pittsburgh, PA 15210",N,Knoxville,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3001,,,-79.98795284021638,40.414478358864834
3217531,324776953,23172510,10,2023-10-30T09:30:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Garfield,5,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1017,6,6,-79.99688178462712,40.43480407292362
3217532,324814160,23176493,0,2023-11-06T15:00:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,9994 PFA Service,1106,9,2,-79.90861667551917,40.470305633259095
3217533,324815494,23176454,0,2023-11-06T14:00:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.97998240539275,40.44358891030736
3217534,324816629,23176468,6,2023-11-04T12:00:00,"4600 Block Bayard St Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,404,8,3,-79.95023862789506,40.44977415780892
3217535,324821657,23176570,6,2023-11-06T14:00:00,"100 Block Hyman Pl Pittsburgh, PA 15213",N,Terrace Village,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,510,6,3,-79.97062408406323,40.44106910513512
3217536,324835300,23176664,6,2023-11-06T19:46:00,"100 Block 6th St Pittsburgh, PA 15222",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle,201,6,6,-80.00274190443444,40.44404737191309
3217537,324846353,23176769,6,2023-11-07T00:39:00,"100 Block 43 1/2 St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 901 Criminal Attempt,901,,,,
3217538,324847173,23176794,27,2023-11-07T02:45:00,"1300 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 7728 Accidents and Accident Reports. / 1785 Proof of Financial Responsibility Following Accident.,2902,4,3,-79.98972716032992,40.4030177987571
3217539,324457184,23173398,10,2023-10-31T19:30:00,"5000 Block Delehanty St Pittsburgh, PA 15207",N,Lincoln Place,4,SIMPLE ASSAULT,2701 Simple Assault.,3102,,,,
3217540,324461086,23173488,10,2023-11-01T01:06:00,"Blvd Of The Allies & Blvd Of The Allies Ramp Pittsburgh, PA 15219",Y,Bluff,4,SIMPLE ASSAULT,2701 Simple Assault.,103,6,6,-80.00018322115504,40.43778601323415
3217541,324475674,23173555,6,2023-11-01T08:20:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-79.99740883167522,40.441533222252524
3217542,324571204,23174145,10,2023-11-02T08:22:00,"200 Block Clover St Pittsburgh, PA 15210",Y,Arlington,3,SIMPLE ASSAULT,"2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1603,3,3,-79.9716158736902,40.415945844988435
3217543,325364112,23180516,18,2023-11-14T00:10:00,"Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession,201,,,-80.00241348258486,40.43457255666958
3217544,325222604,23179360,6,2023-11-11T13:30:00,"6600 Block Lyric St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1203,9,2,-79.90520063595015,40.46464200383752
3217545,325223469,23179375,10,2023-11-11T18:11:00,"700 Block Maginn Ave Pittsburgh, PA 15214",Y,Perry South,1,SIMPLE ASSAULT,2701 Simple Assault.,2615,,,,
3217546,325223555,23179319,14,2023-11-11T13:00:00,"2900 Block Stayton St Pittsburgh, PA 15212",Y,Brighton Heights,1,CRIM MISCHIEF,3304 Criminal Mischief.,2701,1,1,-80.02748490658558,40.471360473443454
3217547,325223577,23179328,99,2023-11-11T17:00:00,"700 Block I-376 Brg Pittsburgh, PA 15222",N,Central Business District,3,MENTAL 201/302,9498 302 (Mental),201,,,-80.01017248582421,40.43941352013656
3217548,325223672,23179380,99,2023-11-11T18:20:00,"20 Block Compromise St Pittsburgh, PA 15212",N,Brighton Heights,1,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,2701,,,,
3217549,325225409,23175123,99,2023-10-30T18:18:00,"1100 Block N Murtland St Pittsburgh, PA 15208",N,Homewood West,5,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1207,9,2,-79.90037203386882,40.46038461103399
3217550,325225961,23179447,99,2023-11-11T21:17:00,"1800 Block Walz St Pittsburgh, PA 15212",N,Spring Hill-City View,1,AIDED CASE,9497 Aided Case,2620,1,1,-79.99104354912424,40.464626358750806
3217551,324862132,23176838,6,2023-11-07T06:00:00,"1500 Block Wareman Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT FROM AUTO,3934 Theft from Vehicle,1918,4,5,-80.01130799509163,40.389268849079606
3217552,325273364,23179976,0,2023-11-12T22:40:00,"1000 Block Woods Run Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9999 9999 - (Misc. Incident): ,2715,1,1,-80.02762362140437,40.478954646874584
3217553,325274733,23180027,10,2023-11-13T01:45:00,"600 Block Pressley St Pittsburgh, PA 15212",Y,East Allegheny,1,SIMPLE ASSAULT,2701 Simple Assault.,2304,1,1,-79.99867967214155,40.45221882271537
3217554,324585659,23174222,27,2023-11-02T11:03:00,"Rialto St & Ley St Pittsburgh, PA 15212",N,Troy Hill,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2406,1,1,-79.98177944225453,40.4659894634469
3217555,324585784,23174257,0,2023-11-02T12:20:00,"7400 Block Monticello Pittsburgh, PA 15208",N,Homewood North,5,99,9994 PFA Service,1301,9,2,-79.89101592590679,40.45832160613011
3217556,324587164,23174238,99,2023-11-02T11:35:00,"1800 Block Ley St Pittsburgh, PA 15212",N,Troy Hill,1,FOUND PROPERTY,9489 Found Property,2406,1,1,-79.98233530383327,40.464749216911706
3217557,324587245,23174251,0,2023-11-02T11:45:00,"1200 Block Chislett St Pittsburgh, PA 15206",N,Morningside,5,99,9993 PFA Service with Weapons Supplement,1014,7,2,-79.92818825562415,40.47953984066514
3217558,324594092,23174298,0,2023-11-02T13:15:00,"7200 Block Mt Vernon St Pittsburgh, PA 15208",N,Homewood North,5,99,9994 PFA Service,1302,9,2,-79.89440108300467,40.46119407835219
3217559,324594948,23174243,0,2023-11-02T10:54:00,"4500 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,99,9999 9999 - (Misc. Incident): Accident,901,7,2,-79.9590062168043,40.47210541039599
3217560,324600299,23174304,27,2023-11-01T08:00:00,"100 Block Amabell St Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1903,2,5,-80.01380707039465,40.43548814460463
3217561,324624557,23174493,99,2023-11-02T20:17:00,"Bausman St & Saw Mill Run Blvd Pittsburgh, PA 15226",Y,Bon Air,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant / 1301 Registration and Certificate of Title Required.,1806,4,5,-80.00607064470294,40.41107707940415
3217562,324628781,23174574,6,2023-11-02T23:00:00,"Warfield St & Progress St Pittsburgh, PA 15212",N,North Shore,1,THEFT FROM AUTO,3934 Theft from Vehicle,2205,1,1,-79.99453477337359,40.45188064779191
3217563,324632263,23174603,27,2023-11-03T00:40:00,"2800 Block Smallman St Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.97607580790097,40.45750970289401
3217564,324248521,23171828,0,2023-10-29T00:52:00,"100 Block Rhine Pl Pittsburgh, PA 15212",Y,Spring Hill-City View,1,99,9093 Indirect Criminal Contempt,2620,1,1,-79.99204184514898,40.46535964895462
3217565,324249390,23171860,0,2023-10-29T01:47:00,"Isabella St & Sandusky St S Pittsburgh, PA 15212",N,North Shore,1,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,2205,1,6,-80.00205842949909,40.4479381002153
3217566,324249564,23171884,27,2023-10-29T02:31:00,"5th Ave & Oakland Ave Pittsburgh, PA 15213",N,West Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,402,3,3,-79.95785718995548,40.442218769000405
3217567,324253929,23171966,18,2023-10-29T06:30:00,"5th Ave & Penn Ave Pittsburgh, PA 15208",Y,Larimer,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant,1208,9,3,-79.91242691219192,40.45404527057683
3217568,324083500,23170063,26,2023-11-04T09:00:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,2,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,103,6,6,-79.99318468129471,40.43507182089466
3217569,324648289,23174735,6,2023-11-03T08:00:00,"300 Block North Shore Dr Pittsburgh, PA 15233",N,Knoxville,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,3001,,,,
3217570,324684550,23175040,27,2023-11-03T18:15:00,"Frankstown Ave & Hale St Pittsburgh, PA 15221",N,Homewood North,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1301,9,2,-79.88643998499276,40.455158689283515
3217571,324686030,23175058,0,2023-11-03T18:46:00,"1100 Block Marshall Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,8106 Shots Fired,2704,1,1,-80.02505084614484,40.46688375306826
3217572,324689642,23175147,10,2023-11-03T21:56:00,"600 Block Southcrest Dr Pittsburgh, PA 15226",Y,Brookline,6,SIMPLE ASSAULT,2701 Simple Assault.,1917,4,5,-80.0135510668833,40.407820452838
3217573,324709413,23175307,3,2023-11-04T07:15:00,"200 Block Dengler St Pittsburgh, PA 15210",Y,Arlington,3,ROBBERY,"3701 Robbery. / 2702 Aggravated Assault. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats. / 2902 Unlawful Restraint. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1603,3,3,-79.96766444316566,40.41553944521761
3217574,-3615033125,23172046,6,2023-10-29T11:20:00,"100 Block Crawford St Pittsburgh, PA 15219",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,201,,,,
3217575,324262308,23172051,0,2023-10-29T11:29:00,"1300 Block Federal St N Pittsburgh, PA 15212",N,Central North Side,1,99,9999 9999 - (Misc. Incident): ,2206,1,1,-80.00680003032117,40.45679690460473
3217576,324262810,23172083,99,2023-10-29T12:41:00,"Watson St & Pride St Pittsburgh, PA 15219",N,Bluff,2,FOUND PROPERTY,9489 Found Property / 9998 Overdose Other,103,6,3,-79.98508823003908,40.43812222082593
3217577,324270226,23172181,10,2023-10-29T16:40:00,"6600 Block Deary St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT,2701 Simple Assault. / 4304(a)(1) Enhanced Endangering Welfare of Children - Course of Conduct,1203,9,2,-79.90387610264754,40.46593488774206
3217578,324273573,23171829,6,2023-10-29T00:51:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,3,3,-79.98187231372171,40.42859317552536
3217579,324274088,23171845,24,2023-10-29T01:26:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,DISORDERLY CONDUCT,5503 Disorderly Conduct.,1702,3,3,-79.98331001737412,40.42869280365664
3217580,324274870,23172312,99,2023-10-29T21:00:00,"800 Block Cherokee St Pittsburgh, PA 15219",Y,Upper Hill,2,MENTAL 201/302,9498 302 (Mental),506,6,3,-79.96087253167305,40.4513440792621
3217581,324315489,23172534,6,2023-10-30T08:30:00,"800 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1915,4,5,-80.01241499339191,40.41849774794243
3217582,324715035,23175510,14,2023-11-04T14:00:00,"6300 Block Marchand St Pittsburgh, PA 15206",N,Shadyside,4,CRIM MISCHIEF,3304 Criminal Mischief.,708,8,2,-79.92235926619887,40.45720383333771
3217583,324716160,23175532,6,2023-11-04T17:05:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.92217494469345,40.46516578481274
3217584,324717434,23175561,18,2023-11-04T18:00:00,"600 Block Larimer Ave Pittsburgh, PA 15206",Y,Larimer,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 4703 Operation of Vehicle without Official Certif. of Inspection / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4706 Prohib. on Expend. for Emission Insp Prog..,1204,,,,
3217585,324717564,23175574,6,2023-11-04T18:05:00,"200 Block Langley St Pittsburgh, PA 15214",N,Perry South,1,THEFT FROM AUTO,3934 Theft from Vehicle,2614,6,1,-80.01102634749316,40.46313394436166
3217586,324719618,23175626,14,2023-11-04T20:18:00,"1800 Block Spring Garden Ave Pittsburgh, PA 15212",N,Spring Garden,1,CRIM MISCHIEF,3304 Criminal Mischief.,2412,1,1,-79.98524427776053,40.46742982055183
3217587,324720928,23175648,99,2023-11-04T22:00:00,"700 Block Dunmore St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,DOG BITE,9492 Dog Bite,1203,9,2,-79.90167283196172,40.47168833639658
3217588,324722792,23175477,10,2023-11-04T15:00:00,"3100 Block Landis St Pittsburgh, PA 15204",Y,Sheraden,6,TERRORISTIC THREATS,2706 Terroristic Threats.,2018,2,5,-80.05560025984737,40.456481563797496
3217589,324723411,23175724,0,2023-11-05T01:15:00,"100 Block N Beatty St Pittsburgh, PA 15206",N,East Liberty,5,99,9994 PFA Service,1115,,,,
3217590,324321541,23172532,99,2023-10-30T10:04:00,"6900 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood West,5,FOUND DRUGS,9017 Found Drugs,1207,,,,
3217591,324334272,23172548,10,2023-10-30T11:04:00,"E North Ave Pittsburgh, PA 15212",Y,Allegheny Center,1,TERRORISTIC THREATS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2706 Terroristic Threats. / 2709.2 Stalking Conduct or Repeatedly Communicates",2204,1,1,-80.0061705002625,40.455535391740284
3217592,324361696,23172603,27,2023-10-30T12:30:00,"Buttermilk Hollow Rd & Mifflin Rd Pittsburgh, PA 15207",N,Lincoln Place,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3102,5,3,-79.90845623021589,40.36506944657011
3217593,324362040,23172716,0,2023-10-30T17:26:00,"Haldane St & Alma St Pittsburgh, PA 15207",N,Greenfield,4,99,9999 9999 - (Misc. Incident): ,1516,5,3,-79.94247705050223,40.42153880935894
3217594,324368304,23172832,99,2023-10-30T19:00:00,"1900 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,FOUND PROPERTY,9489 Found Property,1408,5,3,-79.92306794719867,40.43587962230115
3217595,324396128,23172982,6,2023-10-30T16:15:00,"800 Block E SAW Mill Run Blvd Pittsburgh, PA 15211",N,Bon Air,3,THEFT FROM AUTO,3934 Theft from Vehicle,1806,,,,
3217596,324401799,23173003,6,2023-10-29T05:00:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1306,9,2,-79.87406755546291,40.45320444634244
3217597,324407266,23173043,6,2023-10-31T08:30:00,"200 Block S Evaline St Pittsburgh, PA 15224",N,Bloomfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,806,7,2,-79.9412931230829,40.46413647910519
3217598,324424051,23173108,99,2023-10-31T11:40:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1106,9,2,-79.90861667551917,40.470305633259095
3217599,324251800,23171900,0,2023-10-29T06:30:00,"3200 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1609,2,5,-80.0503523914372,40.46151075224005
3217600,324256790,23172012,6,2023-10-29T09:30:00,"1100 Block Amanda St Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,2902,4,3,-79.98927497106405,40.40548317347655
3217601,324266574,23172131,0,2023-10-29T15:00:00,"400 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,99,9093 Indirect Criminal Contempt,201,6,6,-80.00108013983736,40.43943315116132
3217602,324269094,23172191,27,2023-10-29T16:30:00,"Greenleaf St & Horner St Pittsburgh, PA 15211",N,Duquesne Heights,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1911,2,5,-80.03081318341155,40.440249926159275
3217603,324270211,23172144,6,2023-10-29T15:07:00,"5500 Block Bryant St Pittsburgh, PA 15206",N,Highland Park,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1102,7,2,-79.92606736400336,40.47784496948214
3217604,324248975,23171822,3,2023-10-29T00:44:00,"300 Block Morewood Ave Pittsburgh, PA 15232",N,Shadyside,4,ROBBERY,3701 Robbery. / 2702 Aggravated Assault.,709,,,,
3217605,324260473,23172030,14,2023-10-29T10:00:00,"7200 Block Hermitage St Pittsburgh, PA 15208",N,Homewood North,5,CRIM MISCHIEF,3304 Criminal Mischief. / 901 Criminal Attempt,1302,9,2,-79.89515280659609,40.45999755298615
3217606,324261083,23172003,0,2023-10-29T09:30:00,"800 Block Heberton St Pittsburgh, PA 15206",N,Highland Park,5,99,9997 Overdose Death,1106,7,2,-79.916651696825,40.46865738969623
